ID	Name\HasVariant	Glottocode	Family	ISO639P3Code	PRONTO
siane	Siane		sian1257	Nuclear Trans New Guinea	snp	https://drive.google.com/file/d/1zEe2TZfwuwk8yPTVaOkIuOjoRGGR87JE/view?usp=share_link
siane1	Siane	1	sian1257	Nuclear Trans New Guinea	snp	https://drive.google.com/file/d/1Pc9nPiT83BNh_vFZH6-OtOXGLAZUG16H/view?usp=share_link
sinaugoro	Sinaugoro		sina1266	Austronesian	snc	https://drive.google.com/file/d/1O3Q2Lro0T-qKSGsBTaGBlwb17NN9EoOe/view?usp=share_link
sio	Sio		sioo1240	Austronesian	xsi	https://drive.google.com/file/d/16lMljZ_68aNtk3CYn-qa0YguKhI8CLZr/view?usp=share_link
sionatetete	Siona-Tetete		sion1247	Tucanoan	snn	https://drive.google.com/file/d/1qqRmPhoCxbBDPcphUa04Gcz19LIYht_j/view?usp=share_link
siriano	Siriano		siri1274	Tucanoan	sri	https://drive.google.com/file/d/1gi4hG74PHL5nysRcXwPAa__T2LXgSnXZ/view?usp=share_link
siriono	Sirionó		siri1273	Tupian	srq	https://drive.google.com/file/d/1KO4dCa8XEPhYri2rvL2f00lv-6d4M4uh/view?usp=share_link
siroi	Siroi		siro1249	Nuclear Trans New Guinea	ssd	https://drive.google.com/file/d/1NrvqpTOHJZnqGoBKcYwHGpSRZ2UHRpwh/view?usp=share_link
somali	Somali		soma1255	Afro-Asiatic	som	https://drive.google.com/file/d/1nyStSenWJidBwI8g2-BbudszSoH_lTX9/view?usp=share_link
burummindik	Burum-Mindik		buru1306	Nuclear Trans New Guinea	bmu	https://drive.google.com/file/d/1S0_2eEk9qc4gznfY84pLySP0_Tz2dg1L/view?usp=share_link
sop	Sop		sopp1247	Nuclear Trans New Guinea	urw	https://drive.google.com/file/d/1raFz0j9f4944IPXJOoJNRrFFgP43-dhh/view?usp=share_link
southtairora	South Tairora		sout2943	Nuclear Trans New Guinea	omw	https://drive.google.com/file/d/1-Ty-CLi2wFULK4NQHPZl11pN8DQCCqgv/view?usp=share_link
southwesttanna	Southwest Tanna		sout2869	Austronesian	nwi	https://drive.google.com/file/d/1YKHl8liPI-8gVExlbj1H75inRxBGOQ8n/view?usp=share_link
spanish	Spanish		stan1288	Indo-European	spa	https://drive.google.com/file/d/1574EqgxZyVAOHDmnlykrIZelIdZtYOHF/view?usp=share_link
spanish1	Spanish	1	stan1288	Indo-European	spa	https://drive.google.com/file/d/1veWZq1MbV8CM5NA8XV8j7_N42Nt8TM1F/view?usp=share_link
spanish1	Spanish	1	stan1288	Indo-European	spa	https://drive.google.com/file/d/13mOb1EK-J4HnbvgZ5VCpGeLatCbPUYMi/view?usp=share_link
spanish1	Spanish	1	stan1288	Indo-European	spa	https://drive.google.com/file/d/1acEfq2QJu0gNiE2E09J1K3S3Mv6ntz7B/view?usp=share_link
spanish1	Spanish	1	stan1288	Indo-European	spa	https://drive.google.com/file/d/16vH4MSc5PDsATs8Qg05iybz5GoLSZd7O/view?usp=share_link
spanish1	Spanish	1	stan1288	Indo-European	spa	https://drive.google.com/file/d/1h2TC1BHDffpLWha87Q-RJS1TH1B4aJy5/view?usp=share_link
sranantongo	Sranan Tongo		sran1240	Indo-European	srn	https://drive.google.com/file/d/1M69x14JACahL00r02GMu9XRKojkHNiww/view?usp=share_link
suau	Suau		suau1242	Austronesian	swp	https://drive.google.com/file/d/1KCx7yDpI2QRujT18UmaDiInqXD54LvVs/view?usp=share_link
suba	Suba		suba1238	Atlantic-Congo	sxb	https://drive.google.com/file/d/1h20j5MOLzFCvWoLzlzxKlIFSwXWB1jEV/view?usp=share_link
sudest	Sudest		sude1239	Austronesian	tgo	https://drive.google.com/file/d/1z4z7Lzps52h_F8EidfSJcR16A8H3TFW2/view?usp=share_link
suena	Suena		suen1241	Nuclear Trans New Guinea	sue	https://drive.google.com/file/d/13xP-PbsxpAukK1IaK0E-RIJ7e_R2mjsH/view?usp=share_link
sulka	Sulka		sulk1246		sua	https://drive.google.com/file/d/19Qw_1_cAKlkYOcjbDMhB9-YC9OINHhim/view?usp=share_link
sunwar	Sunwar		sunw1242	Sino-Tibetan	suz	https://drive.google.com/file/d/1MH6pgTuiFEswsyhylcU0rIc9asfT_i5q/view?usp=share_link
sursurunga	Sursurunga		surs1246	Austronesian	sgz	https://drive.google.com/file/d/13rvzmP5gdf0wYUqh8kG7i-VQQ5klgm9E/view?usp=share_link
susu	Susu		susu1250	Mande	sus	https://drive.google.com/file/d/11r7zM1u6xhIKyEAQx5ra7QTy3RvfmudL/view?usp=share_link
susu1	Susu	1	susu1250	Mande	sus	https://drive.google.com/file/d/1TVfukPxiZ5tp1wK8stWfZVJ_8b5X-XSN/view?usp=share_link
swahili1	Swahili	1	swah1253	Atlantic-Congo	swh	https://drive.google.com/file/d/1yXUBqZwrC6eMwB8yfLTCHCe45TCg_yvZ/view?usp=share_link
swahili1	Swahili	1	swah1253	Atlantic-Congo	swh	https://drive.google.com/file/d/1sYIDUvc54N16yB3qDKWpO8Nlketfs5xV/view?usp=share_link
swedish	Swedish		swed1254	Indo-European	swe	https://drive.google.com/file/d/1TPO91K97KuxyCPlngZuJ-Mpz0XaW2ujC/view?usp=share_link
mamarasenoufo	Mamara Senoufo		mama1271	Atlantic-Congo	myk	https://drive.google.com/file/d/1BOvpg3MIa5bTT9HgNvcb5iOK-17Uw2Pc/view?usp=share_link
supyiresenoufo	Supyire Senoufo		supy1237	Atlantic-Congo	spp	https://drive.google.com/file/d/11hBK4OlW5FIZvcbTX8iJTzaBhC6ldBxw/view?usp=share_link
tabo	Tabo		tabo1241		knv	https://drive.google.com/file/d/1wBwSMN4_BFHZsuNyOH0abdEqt319LLjv/view?usp=share_link
tabo1	Tabo	1	tabo1241		knv	https://drive.google.com/file/d/1-V8iH1lxog7Q-E_Z2Oa5jCHNaPIshaKY/view?usp=share_link
tacana	Tacana		taca1256	Pano-Tacanan	tna	https://drive.google.com/file/d/16UxW15ADcd5oSxYBPVWZQBdK6J9vVjDf/view?usp=share_link
tagabawa	Tagabawa		taga1272	Austronesian	bgs	https://drive.google.com/file/d/1lMlxkAjwJNPwFrSY_RP6m-iwVhdeqKgv/view?usp=share_link
tagalog	Tagalog		taga1270	Austronesian	tgl	https://drive.google.com/file/d/1FkNkcVCdaNo3y3tH1aSTKLxJPwXjxxUS/view?usp=share_link
tai	Tai		taii1241	Nuclear Trans New Guinea	taw	https://drive.google.com/file/d/1rx9aasF5lk4ibVrUupBf4b2sfsMy7M6H/view?usp=share_link
northtairora	North Tairora		nort2920	Nuclear Trans New Guinea	tbg	https://drive.google.com/file/d/1OY420oh-YivjhlwGASqBt0hza7q-gwKu/view?usp=share_link
southtairora1	South Tairora	1	sout2943	Nuclear Trans New Guinea	omw	https://drive.google.com/file/d/1da14tLxY6672KkxAXPdcZ_dQoqwPinEV/view?usp=share_link
tajik	Tajik		taji1245	Indo-European	tgk	https://drive.google.com/file/d/1BAgRxLuP2cgbl0KK9AyJcuyK9bxoFcHb/view?usp=share_link
takia	Takia		taki1248	Austronesian	tbc	https://drive.google.com/file/d/150AUQdqOeR4qkn91OZsX4vYAyhnc6vlO/view?usp=share_link
takuu	Takuu		taku1257	Austronesian	nho	https://drive.google.com/file/d/1JVgIZoRLdzHIOm5wZCbKkSORugJHrZ01/view?usp=share_link
takwane	Takwane		takw1238	Atlantic-Congo	tke	https://drive.google.com/file/d/16jLp8oG36TN_yvelmFPS8dGcSDOzQ32r/view?usp=share_link
easterntamang	Eastern Tamang		east2347	Sino-Tibetan	taj	https://drive.google.com/file/d/1s7Da1X7ST_oWJti0I-dQ2ksBekXPSxjx/view?usp=share_link
tamil	Tamil		tami1289	Dravidian	tam	https://drive.google.com/file/d/17OexizbAYgrKcbUQjWJpVq6RJh-zU8zE/view?usp=share_link
tamil1	Tamil	1	tami1289	Dravidian	tam	https://drive.google.com/file/d/1xfB2-kd7S_4a02YhZLGm_qoWXaYtxgOG/view?usp=share_link
movono	Movono		tang1347	Austronesian	tgp	https://drive.google.com/file/d/1ttuGDB3r1V_QHBIgKLFMLT95HcN3p6sl/view?usp=share_link
tanimucaretuara	Tanimuca-Retuarã		tani1257	Tucanoan	tnc	https://drive.google.com/file/d/17vKjN4GpNoGruJ6tTD6YSwfV6rbVYt0S/view?usp=share_link
westerntarahumara	Western Tarahumara		lowl1265	Uto-Aztecan	tac	https://drive.google.com/file/d/1O02tXoorVzm7-9tuxSrnuNsEaiLD4NZx/view?usp=share_link
tatuyo	Tatuyo		tatu1247	Tucanoan	tav	https://drive.google.com/file/d/1uDUd60bbl4T8wb4r1qjdF--aBGrAZvZ0/view?usp=share_link
taupota	Taupota		taup1242	Austronesian	tpa	https://drive.google.com/file/d/1jL5wAJGruA1RHrh91LsYkoKbfXSZDCzC/view?usp=share_link
tawala	Tawala		tawa1275	Austronesian	tbo	https://drive.google.com/file/d/1SpORLfqywI1zSHcJwt182rynYt5_u_Hc/view?usp=share_link
tboli	Tboli		tbol1240	Austronesian	tbl	https://drive.google.com/file/d/1CCqk8boVdmFKuOixn8PrPvpl8OcSU-rn/view?usp=share_link
tektiteko	Tektiteko		tekt1235	Mayan	ttc	https://drive.google.com/file/d/1QMG4bvmwezB2jG--5hiVVAwa-J4BY2y0/view?usp=share_link
telefol	Telefol		tele1256	Nuclear Trans New Guinea	tlf	https://drive.google.com/file/d/1L1yS8GFiMPtxEWERYFDx72FwgwN1mImz/view?usp=share_link
telugu	Telugu		telu1262	Dravidian	tel	https://drive.google.com/file/d/1V3sGs0yBqhV597hNBDnCEAU2X29DdXq8/view?usp=share_link
tenharimparintintindiahoi	Tenharim-Parintintin-Diahoi		tenh1241	Tupian	pah	https://drive.google.com/file/d/1C33At9MIpzYpnoREulPc4DoRbsvOkNPn/view?usp=share_link
huehuetlatepehua	Huehuetla Tepehua		hueh1236	Totonacan	tee	https://drive.google.com/file/d/18tswtUvvFRiZrFY6D-96b4zNAWCoKo52/view?usp=share_link
tlachichilcotepehua	Tlachichilco Tepehua		tlac1235	Totonacan	tpt	https://drive.google.com/file/d/1TAG-zjWmCQzfaHr6PQiz_boMOdOYUAVW/view?usp=share_link
northerntepehuan	Northern Tepehuan		nort2959	Uto-Aztecan	ntp	https://drive.google.com/file/d/1aUipqKLZJBpI9x4FBCzDXrPqbvGqILae/view?usp=share_link
southeasterntepehuan	Southeastern Tepehuan		sout2976	Uto-Aztecan	stp	https://drive.google.com/file/d/1PWwqn5JiNVwhboZlWDwWPx8rJbwdF8Zo/view?usp=share_link
teribe	Teribe		teri1250	Chibchan	tfr	https://drive.google.com/file/d/1hLm9e-HCvLhKd7DFBdBgygJkb71HqeWi/view?usp=share_link
terenakinikinaochane	Terena-Kinikinao-Chane		tere1279	Arawakan	ter	https://drive.google.com/file/d/1YXyu70sPHuLd7kwzNYrM_f5TPiQRQdhX/view?usp=share_link
tetum	Tetum		tetu1245	Austronesian	tet	https://drive.google.com/file/d/1fxSNmIB4pH_rSHXOTCJ-20jL5KJQNKJm/view?usp=share_link
tetundili	Tetun Dili		tetu1246	Austronesian	tdt	https://drive.google.com/file/d/1KQhRiK6Q87-VFk7Vxo8PZp-3XpOeJulk/view?usp=share_link
riograndetewa	Rio Grande Tewa		tewa1260	Kiowa-Tanoan	tew	https://drive.google.com/file/d/1ZnpyKDd2BqnXt23BPlsgRqYnO1KmR4Y8/view?usp=share_link
thai	Thai		thai1261	Tai-Kadai	tha	https://drive.google.com/file/d/1dBeMnjMnR4N-sfS07nh0LdtPFd9PBMMy/view?usp=share_link
ticuna	Ticuna		ticu1245	Ticuna-Yuri	tca	https://drive.google.com/file/d/1FytLv8OztHn7B5-LEWRmHA98jCrbVSwO/view?usp=share_link
tifal	Tifal		tifa1245	Nuclear Trans New Guinea	tif	https://drive.google.com/file/d/1Fc7umgB5o_E4gv1o9QnODX2AlMN2EpQp/view?usp=share_link
tii	Tii		tiii1241	Austronesian	txq	https://drive.google.com/file/d/1mTl4B3-i6iVxNNuoT93k0b6_KGBTccxt/view?usp=share_link
timbe	Timbe		timb1251	Nuclear Trans New Guinea	tim	https://drive.google.com/file/d/1PBqNh6EfWdUG3LiaZ82ZkRxfeoEgjqqF/view?usp=share_link
tinputz	Tinputz		tinp1237	Austronesian	tpz	https://drive.google.com/file/d/1MkdHZ2kxdNGBkuiBxp73kc9Sf6JQ3TSJ/view?usp=share_link
tiruray	Tiruray		tiru1241	Austronesian	tiy	https://drive.google.com/file/d/1CP_WByDYHNaPuQCR5ljDYrxCNtIFgJk2/view?usp=share_link
tiwi	Tiwi		tiwi1244		tiw	https://drive.google.com/file/d/1Bj8PCK3edNjyKeEJ5BvOKziO_23lB-nn/view?usp=share_link
vietnamese	Vietnamese		viet1252	Austroasiatic	vie	https://drive.google.com/file/d/1qxxWVWcrTZ5WDaOFYcQmNxAsAcMKaktQ/view?usp=share_link
tohonooodham	Tohono O'odham		toho1245	Uto-Aztecan	ood	https://drive.google.com/file/d/1ej7aA61w2yurKMh_NXZ0NmrkK1dhfv3Y/view?usp=share_link
tojolabal	Tojolabal		tojo1241	Mayan	toj	https://drive.google.com/file/d/1JeyM4dywEvEtlhjkXhle4yET0vHuxQV7/view?usp=share_link
tol	Tol		toll1241	Jicaquean	jic	https://drive.google.com/file/d/111a-MPE8k9NmikWQfCOXYr5ahOsCX-pu/view?usp=share_link
toma	Toma		toma1245	Mande	tod	https://drive.google.com/file/d/1eKa5lHbeokNJ_yncWKRiQwqsCkJPvpV9/view?usp=share_link
tongatongaislands	Tonga (Tonga Islands)		tong1325	Austronesian	ton	https://drive.google.com/file/d/1-Suf3Zg8ykyvaC3kT2fVFMTWRBEgQ5VE/view?usp=share_link
torresstraitlockhartrivercreole	Torres Strait-Lockhart River Creole		torr1261	Indo-European	tcs	https://drive.google.com/file/d/1wkyHlQOAaDS1cAt0YEKnV80DUGeXIR37/view?usp=share_link
coyutlatotonac	Coyutla Totonac		coyu1235	Totonacan	toc	https://drive.google.com/file/d/1YXAE3TvMZEIh9L6tmmzThJR_rL-Fq0_a/view?usp=share_link
highlandtotonac	Highland Totonac		high1243	Totonacan	tos	https://drive.google.com/file/d/17kXBhCthZoJwmgomE4flRKyl3ooZOUbO/view?usp=share_link
papantlatotonac	Papantla Totonac		papa1238	Totonacan	top	https://drive.google.com/file/d/1dTZzKd8Pfypqhj7focIS5xTfMZD8uCJC/view?usp=share_link
uppernecaxatotonac	Upper Necaxa Totonac		uppe1275	Totonacan	tku	https://drive.google.com/file/d/1s9b9nGNQtYCwuWA1NoWGT0IjSrXBpEw9/view?usp=share_link
xicotepecdejuareztotonac	Xicotepec De Juárez Totonac		xico1235	Totonacan	too	https://drive.google.com/file/d/1bPH-7HptEAfYmeJ7E0bHmmTIgUnaGveB/view?usp=share_link
copalatriqui	Copala Triqui		copa1237	Otomanguean	trc	https://drive.google.com/file/d/1LZf6jX1J4NrJXvLFbUHzp9O23YCmjeHV/view?usp=share_link
tsakhur	Tsakhur		tsak1249	Nakh-Daghestanian	tkr	https://drive.google.com/file/d/1QdtwBNBp-SuuRlEmSgzuivV1mkUplCwA/view?usp=share_link
tsikimba	Tsikimba		tsik1238	Atlantic-Congo	kdl	https://drive.google.com/file/d/1K4APCQuoxt2Ndx3WOk5qXAUKmfvfWM29/view?usp=share_link
salkatsishingini	Salka-Tsishingini		tsis1238	Atlantic-Congo	tsw	https://drive.google.com/file/d/1dC_bWOJuS6_Y5Ayv2cMlVGW3dFooHoab/view?usp=share_link
tucano	Tucano		tuca1252	Tucanoan	tuo	https://drive.google.com/file/d/1dA1bfxfk2US3-NPG3bH7l8AIcP3pe7hh/view?usp=share_link
tumairumu	Tuma-Irumu		tuma1250	Nuclear Trans New Guinea	iou	https://drive.google.com/file/d/1w9LEbEaLs4RoHNHDn_-punmEsiM7-TpF/view?usp=share_link
centraltunebo	Central Tunebo		cent2150	Chibchan	tuf	https://drive.google.com/file/d/1sxqZ7ZLeEicNfbJbP1tEHlI0qrvymy98/view?usp=share_link
tungag	Tungag		tung1290	Austronesian	lcm	https://drive.google.com/file/d/1332U8q3tNTegjRriB0h5UC-xmYdTZggl/view?usp=share_link
turkish	Turkish		nucl1301	Turkic	tur	https://drive.google.com/file/d/13V1uo8j06kAwuyEGHJRK-XHVTh8gpDQb/view?usp=share_link
tuyuca	Tuyuca		tuyu1244	Tucanoan	tue	https://drive.google.com/file/d/1PYdA4RqVtTuGCy7jmfGFrJcH1k-RbCW7/view?usp=share_link
twi	Twi		twii1234	Atlantic-Congo	twi	https://drive.google.com/file/d/1yuWsEIqHnLGhzOz3cXkmkZj0_jaIpSCT/view?usp=share_link
twi1	Twi	1	twii1234	Atlantic-Congo	twi	https://drive.google.com/file/d/1YLFmIT3z-iCi99zGrWLFFNewTOvdwpqt/view?usp=share_link
twi1	Twi	1	twii1234	Atlantic-Congo	twi	https://drive.google.com/file/d/1vrlIrYY1a4D7OpR741OVCPF_xi-UcWY3/view?usp=share_link
tzutujil	Tz'utujil		tzut1248	Mayan	tzj	https://drive.google.com/file/d/11Q5SYpVxbuIv1LrFiQVgi_-NxdRypxbu/view?usp=share_link
tzutujil1	Tz'utujil	1	tzut1248	Mayan	tzj	https://drive.google.com/file/d/1-oM8-6Ah5Kz2E9zXL2Zz-5W1EVNeEOs8/view?usp=share_link
tzotzil	Tzotzil		tzot1259	Mayan	tzo	https://drive.google.com/file/d/1fRGvJgiaH8k_jIEzQ9m8ZyzJlfWVL_1M/view?usp=share_link
tzotzil1	Tzotzil	1	tzot1259	Mayan	tzo	https://drive.google.com/file/d/1WsNDAhVuNYDx5G_e3qZGi1CDIRRfbo5r/view?usp=share_link
tzotzil1	Tzotzil	1	tzot1259	Mayan	tzo	https://drive.google.com/file/d/1AYVOBY0aecJzmtziatK__6May0ItB9gm/view?usp=share_link
tzotzil1	Tzotzil	1	tzot1259	Mayan	tzo	https://drive.google.com/file/d/1-iptKTKx3zY0wZKh2EioxIzpPuNfrzKL/view?usp=share_link
tzotzil1	Tzotzil	1	tzot1259	Mayan	tzo	https://drive.google.com/file/d/1sMev3mUr9WEIQE0Q1HXh6hNNbP6CVFpE/view?usp=share_link
uare	Uare		uare1241	Kwalean	ksj	https://drive.google.com/file/d/1VbkFMvNMLr-X9FnzoPf4_XbawA_GifGc/view?usp=share_link
ubir	Ubir		ubir1237	Austronesian	ubr	https://drive.google.com/file/d/12I4T9LzorPWJaueC2c1zIAPRqWWhKRWa/view?usp=share_link
uduk	Uduk		uduk1239	Koman	udu	https://drive.google.com/file/d/1Ak6-izfMROoc9ZTwFYXxbhmjykZA9Tzg/view?usp=share_link
ukrainian	Ukrainian		ukra1253	Indo-European	ukr	https://drive.google.com/file/d/1ms5gpN0grWcgZkhBa2U2b5kRMqUJuA4F/view?usp=share_link
ukrainian1	Ukrainian	1	ukra1253	Indo-European	ukr	https://drive.google.com/file/d/1zUPWjLSYYA_Hr82lg5IqBpyOMd610Zql/view?usp=share_link
ukrainian1	Ukrainian	1	ukra1253	Indo-European	ukr	https://drive.google.com/file/d/1Aqvtk0RNPSCLo-D1cwsjg5aPtoMMqBX-/view?usp=share_link
ulithian	Ulithian		ulit1238	Austronesian	uli	https://drive.google.com/file/d/1BGYM9XMLlYHZ4LTc4OVf7nbkQ72pJUNB/view?usp=share_link
umanakaina	Umanakaina		uman1240	Dagan	gdn	https://drive.google.com/file/d/1fQGb84RinbEkRy4c0y_Rdq1pELZbUbk8/view?usp=share_link
umbuungu	Umbu-Ungu		umbu1258	Nuclear Trans New Guinea	ubu	https://drive.google.com/file/d/1lZCwS9T3yhfyHfh5ZC_dq6KvfTjXGYty/view?usp=share_link
umbuungu1	Umbu-Ungu	1	umbu1258	Nuclear Trans New Guinea	ubu	https://drive.google.com/file/d/1N_ZR13jxhgVR0w1opG4UPyqFTK66gy7a/view?usp=share_link
umbuungu1	Umbu-Ungu	1	umbu1258	Nuclear Trans New Guinea	ubu	https://drive.google.com/file/d/1_jDgWDZvKNQ8DPmaG__XU-zrxNF5J15G/view?usp=share_link
urarina	Urarina		urar1246		ura	https://drive.google.com/file/d/1gr1TwuPLCZ495oh_1cl0WnaG8PK5jpha/view?usp=share_link
urat	Urat		urat1244	Nuclear Torricelli	urt	https://drive.google.com/file/d/1DpVmev6rKFYsAzRnYGMqAS3KNpOub5fH/view?usp=share_link
urdu	Urdu		urdu1245	Indo-European	urd	https://drive.google.com/file/d/1ZFKWfPrKGV-y4LMtwXziU8LsFCp4oIWc/view?usp=share_link
urdu1	Urdu	1	urdu1245	Indo-European	urd	https://drive.google.com/file/d/116UQE1EGxRALC39OgnMLtX-A7Y9WVeM9/view?usp=share_link
urdu1	Urdu	1	urdu1245	Indo-European	urd	https://drive.google.com/file/d/1roxc6nrug4jZpK45D_59_biyXtunqiY5/view?usp=share_link
urdu1	Urdu	1	urdu1245	Indo-European	urd	https://drive.google.com/file/d/14dY6xR5g0D-BNeqDS1JgTU1z5-j7r2r3/view?usp=share_link
uri	Uri		urii1240	Nuclear Trans New Guinea	uvh	https://drive.google.com/file/d/1ZR82qIp1Zfev4fws0KDQ1vApkgO5WFlJ/view?usp=share_link
urim	Urim		urim1252	Nuclear Torricelli	uri	https://drive.google.com/file/d/1D3fgUuOErouKDQJrqF32XKl7ukphXTOQ/view?usp=share_link
uripivwalaranoatchin	Uripiv-Wala-Rano-Atchin		urip1239	Austronesian	upv	https://drive.google.com/file/d/172y6u8BrC75Cs0XJn10XdNigjqEztVqV/view?usp=share_link
usan	Usan		usan1239	Nuclear Trans New Guinea	wnu	https://drive.google.com/file/d/1oxOhGX_lJOHqAIxAyiLFFRBgTYhAeP8-/view?usp=share_link
usarufa	Usarufa		usar1243	Nuclear Trans New Guinea	usa	https://drive.google.com/file/d/16c4Bk7VuMa_G4EGdTuchMIMjypqeqZBX/view?usp=share_link
uspanteco	Uspanteco		uspa1245	Mayan	usp	https://drive.google.com/file/d/1yvAh39lj2G07xdD2cjS-wQeVfY_x5Fvv/view?usp=share_link
uighur	Uighur		uigh1240	Turkic	uig	https://drive.google.com/file/d/1yUxAIBtq4BvfaRWVdA-V2rF3L-NB7WLl/view?usp=share_link
uighur1	Uighur	1	uigh1240	Turkic	uig	https://drive.google.com/file/d/1W0toT6kHmh44to1QVSqhdUxLQPMFTyMt/view?usp=share_link
uighur1	Uighur	1	uigh1240	Turkic	uig	https://drive.google.com/file/d/1XR0YT2s_p90cqBv8ppLvsyBLZy07BXxq/view?usp=share_link
uighur1	Uighur	1	uigh1240	Turkic	uig	https://drive.google.com/file/d/1l9_OEDROtcTDCyIUuohHzyjbAHalFmUX/view?usp=share_link
vidunda	Vidunda		vidu1238	Atlantic-Congo	vid	https://drive.google.com/file/d/1QDjHRF_gHlciK-8DTARO1ruOEW4oeflW/view?usp=share_link
vietnamese1	Vietnamese	1	viet1252	Austroasiatic	vie	https://drive.google.com/file/d/1h-ghokZMGSXajjFID8FlOhnBkW_s9V-a/view?usp=share_link
muduapa	Muduapa		mudu1242	Austronesian	wiv	https://drive.google.com/file/d/1GeBTRrdejtIdEr2nMl87zD1ie8a3nrcs/view?usp=share_link
vwanji	Vwanji		vwan1235	Atlantic-Congo	wbi	https://drive.google.com/file/d/14OAtLbZ_KUNch3bEJr2nXpqTfK8cjqyB/view?usp=share_link
waffa	Waffa		waff1241	Nuclear Trans New Guinea	waj	https://drive.google.com/file/d/17BEw1R_5W9sMThuI1qEjksOb3q4oo_SN/view?usp=share_link
wagipapuanewguinea	Wagi (Papua New Guinea)		wagi1249	Nuclear Trans New Guinea	fad	https://drive.google.com/file/d/18YWAThBW1W9m7sMqO9tjQ6SyLpjdEXzs/view?usp=share_link
waima	Waima		waim1251	Austronesian	rro	https://drive.google.com/file/d/1bwGppDAddNyjcYilwChHB8ZbRxMepZhm/view?usp=share_link
waimaha	Waimaha		waim1255	Tucanoan	bao	https://drive.google.com/file/d/1O8NFy-FSWLbi-VdDnzVm4xuD2vtBxjKE/view?usp=share_link
wala	Wala		wala1266	Austronesian	lgl	https://drive.google.com/file/d/1oQp91bkEyNEUwgbbrtPk-Csmg_VJwu0d/view?usp=share_link
walmajarrijuwaliny	Walmajarri-Juwaliny		walm1241	Pama-Nyungan	wmt	https://drive.google.com/file/d/1F4FlVJzUOKEsXckbuOc6YMqwmHct22ET/view?usp=share_link
wantoat	Wantoat		want1252	Nuclear Trans New Guinea	wnc	https://drive.google.com/file/d/1T5Jp-qypzVcjS8N40YqGkIw9PQdXuyqy/view?usp=share_link
waorani	Waorani		waor1240		auc	https://drive.google.com/file/d/12AQTy9cu5Z4Rhf1DNF1IuMfbt0p0aMKK/view?usp=share_link
wapishana	Wapishana		wapi1253	Arawakan	wap	https://drive.google.com/file/d/10Zewi583XqT-kfXO8YsjuPlvlvgkPkTR/view?usp=share_link
waris	Waris		wari1266	Border	wrs	https://drive.google.com/file/d/1jUs0BAoK4Ak4IvzSbmixNbumrMxqUYqC/view?usp=share_link
warlpiri	Warlpiri		warl1254	Pama-Nyungan	wbp	https://drive.google.com/file/d/11YusXKER9fQiPPaONInOMRjqV3PrBNIZ/view?usp=share_link
waskia	Waskia		wask1241	Nuclear Trans New Guinea	wsk	https://drive.google.com/file/d/1vw0tPTkTZXeEe1ryEhAV1ObCsnHdztQi/view?usp=share_link
wedau	Wedau		weda1241	Austronesian	wed	https://drive.google.com/file/d/1yOSqLCrUIqJ-qg_EgB3n6-Hp6K3YuR4k/view?usp=share_link
wedau1	Wedau	1	weda1241	Austronesian	wed	https://drive.google.com/file/d/1c20PEvegbv_VxDdQYxMitrmsC-rswXjZ/view?usp=share_link
weri	Weri		weri1253	Kunimaipan	wer	https://drive.google.com/file/d/1apb26FCn6NFPFzk7uO9wiw8aMWZCnvlH/view?usp=share_link
westkewa	West Kewa		west2599	Nuclear Trans New Guinea	kew	https://drive.google.com/file/d/1TIArry3DaxwUKLEQk3DhJDVqgI2wSgi0/view?usp=share_link
whitesands	Whitesands		whit1269	Austronesian	tnp	https://drive.google.com/file/d/1SXlG6nwT1Ov5xGu2Jzhq7fIhjjbLudPB/view?usp=share_link
wikmungkan	Wik-Mungkan		wikm1247	Pama-Nyungan	wim	https://drive.google.com/file/d/1LvJD-FADbU8ucLTZNqvdf2igp0hZQoS5/view?usp=share_link
wipi	Wipi		wipi1242	Eastern Trans-Fly	gdr	https://drive.google.com/file/d/1MFFx3zk2H5aGCl_3mo4QRcR7xfAlSojh/view?usp=share_link
wiru	Wiru		wiru1244		wiu	https://drive.google.com/file/d/151h7W3eWSBGmJX30AbjnXP0vJqYd8TLz/view?usp=share_link
wolaytta	Wolaytta		wola1242	Ta-Ne-Omotic	wal	https://drive.google.com/file/d/1fXpEbKJOT2-PFFKgSL4_RF1kX-QFmWuu/view?usp=share_link
wolof	Wolof		nucl1347	Atlantic-Congo	wol	https://drive.google.com/file/d/1wWmL6iluTgftTPPTdh6i9Daglx134lWB/view?usp=share_link
wolof1	Wolof	1	nucl1347	Atlantic-Congo	wol	https://drive.google.com/file/d/10pFFgiIceVV7CDwj7ox-ih7aQDGnf1aD/view?usp=share_link
worrorra	Worrorra		worr1237	Worrorran	wro	https://drive.google.com/file/d/1-z3o8Mhl-E6sFKc5_f6b4iajZWuQY4_Q/view?usp=share_link
ambulas1	Ambulas	1	ambu1247	Ndu	abt	https://drive.google.com/file/d/1Mj8u8f1m4p_IK3ppQ3rdRJpPgvnA7otz/view?usp=share_link
wounmeu	Woun Meu		woun1238	Chocoan	noa	https://drive.google.com/file/d/1uYiJslcHdAs186M3ZMVb9OfP2ynehtDl/view?usp=share_link
wounmeu1	Woun Meu	1	woun1238	Chocoan	noa	https://drive.google.com/file/d/1-7UAWaSORjWG2fnI83UWH9CAfUeES9XI/view?usp=share_link
