ID	Name	Name_in_Source	Variety	ISO639P3Code	Glottocode	Family	Year	Date	Copyright	License	Translator	Title	URL
tbolint	Tboli	Tboli		tbl	tbol1240	Austronesian	2007	2014-04-30	Copyright © 2007 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Udél dwata: gna kesfasad ne lomi kesfasad	https://ebible.org/Scriptures/tblNT_html.zip
tawala	Tawala	Tawala		tbo	tawa1275	Austronesian	1985	2014-06-24	Copyright © 1985, 2014 Wycliffe Bible Translators, Inc. and Bible Society of Papua New Guinea	CCBYNCND-4.0	Wycliffe Bible Translators	YAUBADA A WOGATALA WOUNA	https://ebible.org/Scriptures/tbo_html.zip
ditammarisim	Ditammari	Ditammari		tbz	dita1238	Atlantic-Congo	2001	2022-05-31	Copyright © 2001 SIM International	CCBYND-4.0	SIM	Bibiri Kuyie Nnɑ́ɑǹtì Pɑ́tíri	https://ebible.org/Scriptures/tbzsim_html.zip
ticunant	Ticuna	Ticuna		tca	ticu1245	Ticuna-Yuri	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tupanaarü Ore i Tórü Cori ya Ngechuchu ya Cristuchiga	https://ebible.org/Scriptures/tcaNT_html.zip
torresstraitlockhartrivercreole	Torres Strait-Lockhart River Creole	Yumplatok		tcs	torr1261	Indo-European	2016	2024-04-12	Copyright © 2016 Wycliffe Bible Translators	CCBYNCND-4.0		Baibol Tores Streit Yumplatok	https://ebible.org/Scriptures/tcs_html.zip
thadochinchongthu	Thado Chin	Chongthu	Chongthu	tcz	thad1238	Sino-Tibetan	2020	2024-04-22	Copyright © 2020 Chongthu Bible Translation Team	CCBYSA		PATHEN LEKHABU THENG	https://ebible.org/Scriptures/tczchongthu_html.zip
tetundili	Tetun Dili	Tetun Dili		tdt	tetu1246	Austronesian	2021	2024-05-06	Copyright © 2021 Biblia ba Ema Hotu	CCBYND-4.0	Biblia ba Ema Hotu	Testamentu Foun ba Ema Hotu	https://ebible.org/Scriptures/tdt_html.zip
tandroymalagasy	Tandroy Malagasy	Tandroy		tdx	tand1256	Austronesian	2023	2024-04-26	Copyright © 2023 Steve Lellelid	CCBYSA		Saontsin’ Añahare	https://ebible.org/Scriptures/tdx_html.zip
tepokrumen	Tepo Krumen	Krumen, Tepo		ted	tepo1239	Kru	2018	2020-12-01	Copyright © 2018 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Nyɩsʋa a =hapʋtitie	https://ebible.org/Scriptures/ted_html.zip
huehuetlatepehuant	Huehuetla Tepehua	Tepehua, Huehuetla		tee	hueh1236	Totonacan	1976	2014-04-30	Copyright © 1976 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ixchivinti Dios	https://ebible.org/Scriptures/teeNT_html.zip
telugu2010	Telugu	తెలుగు		tel	telu1262	Dravidian	1992	2013-11-06	Copyright © 1992-2010 World Bible Translation Center	All rights reserved	World Bible Translaton Center	హోలీ బైబిల్	https://ebible.org/Scriptures/tel2010_html.zip
telugu2017	Telugu	తెలుగు		tel	telu1262	Dravidian	2017	2020-02-11	Copyright © 2017, 2019 Bridge Connectivity Solutions	CCBYSA	Bridge Connectivity Solutions	ఇండియన్ రివైజ్డ్ వెర్షన్ (IRV) - తెలుగు -2019	https://ebible.org/Scriptures/tel2017_html.zip
terenakinikinaochanent	Terena-Kinikinao-Chane	Terêna		ter	tere1279	Arawakan	2012	2014-04-30	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Emo'u Itukó'oviti	https://ebible.org/Scriptures/terNT_html.zip
tetum	Tetum	Tutun Belu		tet	tetu1245	Austronesian	2013	2022-03-11	Copyright © 2013 Unit Bahasa dan Budaya	CCBYND-4.0	Wycliffe Bible Translators	Tetun Alkitab	https://ebible.org/Scriptures/tet_html.zip
riograndetewa	Rio Grande Tewa	Tewa		tew	tewa1260	Kiowa-Tanoan	2012	2015-03-17	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Naˀinbí Sedó Yôesiví Tu̖u̖ / Nanbí Sedó Jôesiví Tun	https://ebible.org/Scriptures/tew_html.zip
teribentpo	Teribe	Teribe		tfr	teri1250	Chibchan	2008	2014-04-30	Copyright © 2008 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Sbö Tjl̈õkwo	https://ebible.org/Scriptures/tfrNTpo_html.zip
tagin	Tagin	Tagin		tgj	tagi1241	Sino-Tibetan	2018	2023-08-23	Copyright © 2018 The Word for the World International	CCBY-4.0	The Word for the World International	ANWNV GAMLV	https://ebible.org/Scriptures/tgj_html.zip
tajik	Tajik	тоҷикӣ		tgk	taji1245	Indo-European	2010	2014-04-02	Copyright © 2010, 2014 Фонди «Калом»	CCBYNCND-4.0		Хушхабар	https://ebible.org/Scriptures/tgk_html.zip
tagalogulb	Tagalog	Tagalog		tgl	taga1270	Austronesian	2018	2020-06-10	Copyright © 2018 Door43 World Missions Community	CCBYSA	Door43 World Missions Community	banal na Bibliya	https://ebible.org/Scriptures/tglulb_html.zip
sudest	Sudest	Sudest	Tagula	tgo	sude1239	Austronesian	2014	2016-09-23	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Toto Thovuye Loi Ghalɨŋae	https://ebible.org/Scriptures/tgo_html.zip
movono	Movono	Tangoa		tgp	tang1347	Austronesian	2010	2022-03-11	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Tangoa New Testament	https://ebible.org/Scriptures/tgp_html.zip
thaikjv	Thai	ไทย		tha	thai1261	Tai-Kadai	2003	2022-04-15	Copyright © 2003 Philip Pope	CCBYNCND-4.0	Philip Pope	พระคัมภีร์ภาษาไทยฉบับ KJV	https://ebible.org/Scriptures/thaKJV_html.zip
thaintv	Thai	ไทย		tha	thai1261	Tai-Kadai	1998	2021-01-04	Copyright © 1998, 2012, 2020 New Thai Version Foundation	All rights reserved		ใหม่ฉบับภาษาไทย	https://ebible.org/Scriptures/thantv_html.zip
thayore	Thayore	Kuuk Thayorre		thd	thay1249	Pama-Nyungan	1975	2020-01-06	Copyright © 1975, 1983, 1990 Rev. Dr. Allen Harry Hall and Jollen Press	CCBY-4.0	Rev. Dr. Allen Harry Hall	Kuuk Thayorre Bible Portions	https://ebible.org/Scriptures/thd_html.zip
tahaggarttamahaq	Tahaggart Tamahaq	Tamahaq, Tahaggart		thv	taha1241	Afro-Asiatic	2020	2020-11-30	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Awal n Messineɣ s Tamahaq	https://ebible.org/Scriptures/thv_html.zip
tifal	Tifal	Tifal		tif	tifa1245	Nuclear Trans New Guinea	1998	2016-09-06	Copyright © 1998 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	God Ami Alokso Weng	https://ebible.org/Scriptures/tif_html.zip
timbe	Timbe	Timbe		tim	timb1251	Nuclear Trans New Guinea	1987	2012-10-23	Copyright © 1987 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Yusugât Pat Âlep Den	https://ebible.org/Scriptures/tim_html.zip
tiwi	Tiwi	Tiwi		tiw	tiwi1244		2000	2021-11-29	Copyright © 2000 Wycliffe Bible Translators	CCBYNCND-4.0		Tiwi Bible	https://ebible.org/Scriptures/tiw_html.zip
tiruray	Tiruray	Tiruray		tiy	tiru1241	Austronesian	2002	2015-03-17	Copyright © 2002 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	I Fiyowe Uret	https://ebible.org/Scriptures/tiy_html.zip
takwane	Takwane	Takwane		tke	takw1238	Atlantic-Congo	2007	2016-06-30	Copyright © 2007-2009 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Takwane do Novo Testamento	https://ebible.org/Scriptures/tke_html.zip
tsakhur	Tsakhur	Ts‘əxna miz		tkr	tsak1249	Nakh-Daghestanian	2022	2023-04-18	Copyright © 2022 Pioneer Bible Translators	CCBYSA	Institute for Bible Translation	Tsakhur	https://ebible.org/Scriptures/tkr_html.zip
uppernecaxatotonacnt	Upper Necaxa Totonac	Totonac, Upper Necaxa		tku	uppe1275	Totonacan	1999	2014-04-30	Copyright © 1999 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo)	https://ebible.org/Scriptures/tkuNT_html.zip
telefol	Telefol	Telefol Weng		tlf	tele1256	Nuclear Trans New Guinea	1988	2012-11-24	Copyright © 1988 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	GOD IMI WENG	https://ebible.org/Scriptures/tlf_html.zip
talingabwisi	Talinga-Bwisi	Talinga-Bwisi		tlj	tali1258	Atlantic-Congo	2019	2020-11-30	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ndaghaano Mpyaka Mu Lubwisi	https://ebible.org/Scriptures/tlj_html.zip
haruai	Haruai	Haruai		tmd	haru1245	Piawi	2010	2021-05-07	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	MÖNÖ KÖMÖ	https://ebible.org/Scriptures/tmd_html.zip
tacanant	Tacana	Tacana		tna	taca1256	Pano-Tacanan	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Diusu sa mimi	https://ebible.org/Scriptures/tnaNT_html.zip
tanimucaretuara	Tanimuca-Retuarã	Tanimuca-Retuarã		tnc	tani1257	Tucanoan	2013	2014-08-06	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Tuᵽarã Majaroka	https://ebible.org/Scriptures/tnc_html.zip
kwamera	Kwamera	Nəfe		tnk	kwam1252	Austronesian	2013	2019-06-18	Copyright © 2013 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Nǝkukuǝ Ikinan	https://ebible.org/Scriptures/tnk_html.zip
northtanna	North Tanna	North Tanna		tnn	nort2847	Austronesian	2010	2022-03-11	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	North Tanna New Testament	https://ebible.org/Scriptures/tnn_html.zip
whitesands	Whitesands	Whitesands		tnp	whit1269	Austronesian	2014	2022-03-11	Copyright © 2014 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi	https://ebible.org/Scriptures/tnp_html.zip
coyutlatotonacnt	Coyutla Totonac	Totonac, Coyutla		toc	coyu1235	Totonacan	2006	2014-04-30	Copyright © 2006 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Xasasti talacaxlan	https://ebible.org/Scriptures/tocNT_html.zip
toma	Toma	Toma		tod	toma1245	Mande	2013	2022-06-21	Copyright © 2013 Pioneer Bible Translators	CCBYND-4.0	Pioneer Bible Translators	GALA Sɛʋɛi	https://ebible.org/Scriptures/tod_html.zip
gizrra	Gizrra	Gizrra		tof	gizr1240	Eastern Trans-Fly	2019	2023-02-22	Copyright © 2019 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Godón Buk	https://ebible.org/Scriptures/tof_html.zip
tojolabalnt	Tojolabal	Tojolabal		toj	tojo1241	Mayan	1972	2014-04-30	Copyright © 1972 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ja yajcʼachil testamento sbaj ja cajualtic Jesucristo	https://ebible.org/Scriptures/tojNT_html.zip
tongatongaislands	Tonga (Tonga Islands)	Tongan		ton	tong1325	Austronesian		2022-03-11	public domain	Public Domain	James Baxley	KO E TOHI TAPU KĀTOA	https://ebible.org/Scriptures/ton_html.zip
xicotepecdejuareztotonacnt	Xicotepec De Juárez Totonac	Totonac, Xicotepec De Juárez		too	xico1235	Totonacan	1978	2014-04-30	Copyright © 1978 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Huan Xasāstiʼ testamento: Huan xatzey tachihuīn ixpālacata Jesucristo	https://ebible.org/Scriptures/tooNT_html.zip
papantlatotonacnt	Papantla Totonac	Totonac, Papantla		top	papa1238	Totonacan	1979	2014-04-30	Copyright © 1979 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Xasasti talaccaxlan	https://ebible.org/Scriptures/topNT_html.zip
highlandtotonacnt	Highland Totonac	Totonac, Highland		tos	high1243	Totonacan	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Hua̱ xasa̱sti talacca̱xlan quinTla̱tican Jesucristo	https://ebible.org/Scriptures/tosNT_html.zip
taupota	Taupota	Taupota	Taupota	tpa	taup1242	Austronesian	2010	2017-08-19	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Taupota Mark	https://ebible.org/Scriptures/tpa_html.zip
tokpisinotnt	Tok Pisin	Tok Pisin		tpi	tokp1240	Indo-European	1969	2024-04-18	Copyright © 1969–2008 The Bible Society of Papua New Guinea	CCBYNCND-4.0	The Bible Society of Papua New Guinea	Buk Baibel long Tok Pisin	https://ebible.org/Scriptures/tpiOTNT_html.zip
tokpisin	Tok Pisin	Tok Pisin		tpi	tokp1240	Indo-European	1969	2024-04-18	Copyright © 1969–2008 The Bible Society of Papua New Guinea	CCBYNCND-4.0	The Bible Society of Papua New Guinea	Buk Baibel long Tok Pisin	https://ebible.org/Scriptures/tpi_html.zip
pisaflorestepehua	Pisaflores Tepehua	Tepehua, Pisaflores		tpp	pisa1237	Totonacan	2015	2020-11-30	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Ixchiwinti Dios	https://ebible.org/Scriptures/tpp_html.zip
tlachichilcotepehuant	Tlachichilco Tepehua	Tepehua, Tlachichilco		tpt	tlac1235	Totonacan	2004	2014-04-30	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ixchivinti Dios: ni sastʼi chivinti yu Dios jatʼatamakaul ixlapanakni laka lhimasipijni	https://ebible.org/Scriptures/tptNT_html.zip
tampuan	Tampuan	Tampuan		tpu	tamp1251	Austroasiatic	2020	2020-11-28	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	គម្ពីរ​ភាសា​ទំពួន	https://ebible.org/Scriptures/tpu_html.zip
acatepecmephaa	Acatepec Me'phaa	Me'phaa, Acatepec		tpx	acat1239	Otomanguean	2020	2020-11-18	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	El libro de Jonas en Me'phaa Xma'iin (Teocuitlapa)	https://ebible.org/Scriptures/tpx_html.zip
tinputz	Tinputz	Vasui (Tinputz)	Vasui	tpz	tinp1237	Austronesian	2004	2013-01-08	Copyright © 2004 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	SOE A TOꞌTOꞌ	https://ebible.org/Scriptures/tpz_html.zip
copalatriquint	Copala Triqui	Triqui, Copala		trc	copa1237	Otomanguean	1987	2014-04-30	Copyright © 1987 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Se-nānā Diosē nanā sāʼ me rá catūū nimán níʼ a	https://ebible.org/Scriptures/trcNT_html.zip
sanmartinitunyosotriqui	San Martín Itunyoso Triqui	San Martín Itunyoso Triqui		trq	sanm1298	Otomanguean	2019	2020-11-30	Copyright © 2019 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Si-nu̱guanꞌ Yanꞌanj Xa̱ngaꞌ	https://ebible.org/Scriptures/trq_html.zip
tausug	Tausug	Tausug		tsg	taus1251	Austronesian	1999	2020-12-01	Copyright © 1999 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Kitab Injil (The New Testament)	https://ebible.org/Scriptures/tsg_html.zip
tswana	Tswana	Setswana		tsn	tswa1253	Atlantic-Congo	1993	2023-04-18	Copyright © 1993 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® Open Lefoko: La Botshelo Kgolagano e Ntsha	https://ebible.org/Scriptures/tsn_html.zip
salkatsishinginint	Salka-Tsishingini	Tsishingini		tsw	tsis1238	Atlantic-Congo	2011	2019-08-09	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Nzuwulai n Sa'avu na̱ Tsishingini na̱ a̱ɗiva̱ a na a ɗangulai a Nzuwulai mu Ufaru	https://ebible.org/Scriptures/tswNT_html.zip
tektitekont	Tektiteko	Tektiteko		ttc	tekt1235	Mayan	2003	2014-04-30	Copyright © 2003 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Te akʼaʼj tuʼjal tuj tuʼjal qtata Dios	https://ebible.org/Scriptures/ttcNT_html.zip
bwanabwana	Bwanabwana	Tubetube (Bwanabwana)	Tubetube	tte	bwan1241	Austronesian	2003	2012-11-24	Copyright © 2003 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Buki Tabu Waluwaluna	https://ebible.org/Scriptures/tte_html.zip
bwanabwanao	Bwanabwana	Tubetube (Bwanabwana)	Tubetube	tte	bwan1241	Austronesian	2019	2022-08-18	Copyright © 2019 Wycliffe Switzerland	CCBYNCND-4.0		Buki Tabu Beyabeyana	https://ebible.org/Scriptures/tteo_html.zip
tawallammattamajaq	Tawallammat Tamajaq	Tamajaq, Tawallammat		ttq	tawa1286	Afro-Asiatic	2015	2020-12-01	Copyright © 2015 Wycliffe Bible Translators, Inc.	All rights reserved	SIM International	Ǝlinjil ǝn Ɣaysa Ǝlmǝsix Itawann-as deɣ Arkawal wa Aynayan	https://ebible.org/Scriptures/ttq_html.zip
tawallammattamajaqt	Tawallammat Tamajaq	Tamajaq, Tawallammat		ttq	tawa1286	Afro-Asiatic	2013	2024-02-21	Copyright © 2013 Wycliffe Bible Translators, Inc.	All rights reserved	SIM International	Ǝlinjil ǝn Ɣaysa Ǝlmǝsix	https://ebible.org/Scriptures/ttqt_html.zip
mutuo	Mutu	Saveeng	Oov	tuc	mutu1242	Austronesian	2011	2012-11-24	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	Maaron Saveeŋ Toni Patabuaŋ	https://ebible.org/Scriptures/tuc-o_html.zip
mutut	Mutu	Saveeng	Tuam	tuc	mutu1242	Austronesian	2011	2017-08-31	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Maaron Saveeŋ Tooni Patabuyaaŋ	https://ebible.org/Scriptures/tuc-t_html.zip
tuyuca	Tuyuca	Tuyuca		tue	tuyu1244	Tucanoan	2011	2014-08-06	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Cõãmacʉ̃ mecʉ̃ã wedesei	https://ebible.org/Scriptures/tue_html.zip
centraltunebo	Central Tunebo	Central Tunebo		tuf	cent2150	Chibchan	2011	2014-08-06	Copyright © 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Sir chihtá	https://ebible.org/Scriptures/tuf_html.zip
tucanont	Tucano	Tucano		tuo	tuca1252	Tucanoan	2009	2020-12-01	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Õ'âkĩ̶ hɨ yeere uúkũri turi Tukano	https://ebible.org/Scriptures/tuoNT_html.zip
turkishytc	Turkish	Türkçe		tur	nucl1301	Turkic	2023	2024-05-06	Copyright © 2023, 2024 İsmail Serinken	CCBYND-4.0		Yeni Türkçe Kutsal Kitap Çevirisi (YTC)	https://ebible.org/Scriptures/turytc_html.zip
southeastambrym	Southeast Ambrym	Southeast Ambrym	Central	tvk	sout2859	Austronesian	2015	2016-09-06	Copyright © 2015 Wycliffe Bible Translators, Inc.	CCBYND-4.0	Wycliffe Bible Translators	Vanuvei Eo e sepinien Vatlongos na mol-Vatimol xil niutestamen e rute te oltestamen	https://ebible.org/Scriptures/tvk_html.zip
tutsanaga	Tutsa Naga	Totcha		tvt	tuts1235	Sino-Tibetan	2018	2023-04-18	Copyright © 2018 The Word for the World International	CCBY-4.0	The Word for the World South Asia	Esa Leedap Ena Banlam	https://ebible.org/Scriptures/tvt_html.zip
twi	Twi	Akuapem Twi	Akuapem	twi	twii1234	Atlantic-Congo	2020	2021-04-09	Copyright © 2020 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® Wonhia ɛho kwamma nhoma Akuapem Twi Nkwa Asɛm™	https://ebible.org/Scriptures/twi_html.zip
twiasante	Twi	Twi	Asante	twi	twii1234	Atlantic-Congo	2020	2023-04-18	Copyright © 2020 Biblica, Inc.	CCBYSA	Biblica, Inc.	Biblica® Wɔnhia ɛho kwamma nwoma Asante Twi Nkwa Asɛm™	https://ebible.org/Scriptures/twiasante_html.zip
tii	Tii	Rote Tii		txq	tiii1241	Austronesian	2004	2016-06-28	Copyright © 2004-2011 Unit Bahasa dan Budaya	CCBYND-4.0	Wycliffe Bible Translators	Rote Tii Alkitab	https://ebible.org/Scriptures/txq_html.zip
kayapont	Kayapó	Kayapó		txu	kaya1330	Nuclear-Macro-Je	2012	2014-04-27	Copyright © 2012 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Metĩndjwỳnh Kute Memã Kabẽn Ny Jarẽnh	https://ebible.org/Scriptures/txuNT_html.zip
tzutujile	Tz'utujil	Tz'utujil	Eastern	tzj	tzut1248	Mayan	2010	2014-04-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Cꞌacꞌ Chuminem	https://ebible.org/Scriptures/tzjE_html.zip
tzutujilnt	Tz'utujil	Tz'utujil	Western	tzj	tzut1248	Mayan	2010	2014-04-30	Copyright © 2010 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Ja Cꞌacꞌa Chominem	https://ebible.org/Scriptures/tzjNT_html.zip
tzotzilnt	Tzotzil	Tzotzil	Huixtan	tzo	tzot1259	Mayan	1995	2014-04-30	Copyright © 1995 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Jaʼ ti achʼ Testamento: jaʼ scʼopilal ti Jesucristoe jaʼ ti Jcoltavanej cuʼuntique	https://ebible.org/Scriptures/tzoNT_html.zip
tzotzilsa	Tzotzil	Tzotzil	San Andres	tzo	tzot1259	Mayan	1983	2014-04-30	Copyright © 1983 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Achʼ Testamento: Jaʼ scʼoplal ti jaʼ Cajcoltavanejtic li Cajvaltic Jesucristoe	https://ebible.org/Scriptures/tzoSA_html.zip
tzotzilznt	Tzotzil	Tzotzil	Zinacantan	tzo	tzot1259	Mayan	2009	2014-04-30	Copyright © 2009 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators, Inc.	Sc'op riox: ja' li' yaloj ti chac' jcuxlejaltic ta sbatel osli ti cajvaltic Jesucristoe	https://ebible.org/Scriptures/tzoZNT_html.zip
tzotziltzc	Tzotzil	Tzotzil de Chamula	Chamula	tzo	tzot1259	Mayan	1979	2016-06-21	Copyright © 1979, 1988, 2009 La Liga Bíblica	CCBYNCND-4.0	Wycliffe Bible Translators	TI ACHꞌ REXTOMENTO YUꞌUN TI JESUCRISTOE	https://ebible.org/Scriptures/tzotzc_html.zip
tzotziltze	Tzotzil	Tzotzil de Chenalhó	Chenalhó	tzo	tzot1259	Mayan	1981	2016-06-21	Copyright © 1981 La Liga Bíblica	CCBYNCND-4.0	Wycliffe Bible Translators	ACH' TESTAMENTO	https://ebible.org/Scriptures/tzotze_html.zip
ubir	Ubir	Ubir		ubr	ubir1237	Austronesian	1997	2012-11-26	Copyright © 1997, 2011 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	PNG Bible Translation Association	God An Dura Bobaibasit Boboun	https://ebible.org/Scriptures/ubr_html.zip
umbuunguandelale	Umbu-Ungu	Umbu-Ungu Andelale	Andelale	ubu	umbu1258	Nuclear Trans New Guinea	1998	2012-10-04	Copyright © 1998 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	PULU YEMONGA UNGU KONDEMO	https://ebible.org/Scriptures/ubu-andelale_html.zip
umbuungukala	Umbu-Ungu	Umbu-Ungu Kala	Kala	ubu	umbu1258	Nuclear Trans New Guinea	1995	2012-10-04	Copyright © 1995 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	PULU YEMONGA UNGU KONDEMO	https://ebible.org/Scriptures/ubu-kala_html.zip
umbuungunopenge	Umbu-Ungu	Umbu-Ungu No Penge	No Penge	ubu	umbu1258	Nuclear Trans New Guinea	1995	2012-01-20	Copyright © 1995 Wycliffe Bible Translators, Inc.	CCBYNCND-4.0	Wycliffe Bible Translators	PULU YEMONGA UNGU KONDEMO	https://ebible.org/Scriptures/ubu-nopenge_html.zip
udi	Udi	Udi		udi	udii1243	Nakh-Daghestanian	2020	2020-11-30	Copyright © 2020 Wycliffe Bible Translators, Inc.	All rights reserved	Wycliffe Bible Translators, Inc.	Udi Bible	https://ebible.org/Scriptures/udi_html.zip
uduk	Uduk	Uduk		udu	uduk1239	Koman	2005	2014-10-02	Copyright © 2005 SIM International	CCBYNCND-4.0	SIM International	Gwo Ma Arumgimis	https://ebible.org/Scriptures/udu_html.zip
uighurara	Uighur	Uyghur tili		uig	uigh1240	Turkic	2010	2022-06-14	Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee	CCBYSA		مۇقېددېس‭ ‬كالام (‭‬يەنگى‭ ‬يېزىق‭ ‬ )	https://ebible.org/Scriptures/uigara_html.zip
uighurcyr	Uighur	Uyghur tili		uig	uigh1240	Turkic	2010	2021-09-11	Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee	CCBYSA		Муқеддес Калам (кирил йезиқ)	https://ebible.org/Scriptures/uigcyr_html.zip
uighurlat	Uighur	Uyghur tili		uig	uigh1240	Turkic	2010	2021-09-11	Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee	CCBYSA		Muqeddes Kalam (latin yéziq)	https://ebible.org/Scriptures/uiglat_html.zip
uighurpin	Uighur	Uyghur tili		uig	uigh1240	Turkic	2010	2021-09-11	Copyright © 2010 Mukeddes Kalam - Uyghur Bible Translation Committee	CCBYSA		Muⱪeddes Kalam (yǝngi yeziⱪ)	https://ebible.org/Scriptures/uigpin_html.zip
ukrainian1871	Ukrainian	Українська		ukr	ukra1253	Indo-European		2021-10-16	public domain	Public Domain	Panteleimon Kulish	Новий Завіт. Переклад П. Куліша	https://ebible.org/Scriptures/ukr1871_html.zip
